Name,City,Country,Cuisine,Awards,Source Lists
Saga,,,Contemporary,,
Blue Hill at Stone Barns,,,"American, Contemporary",,
Aquavit,,,"Scandinavian, Contemporary",,
Aska,,,"Scandinavian, Contemporary",,
Atera,,,Contemporary,,
Jean-Georges,,,"Contemporary, French Contemporary",,
Gabriel Kreuther,,,"Contemporary, Alsatian",,
minibar,,,Contemporary,,
Jônt,,,Contemporary,,
Oriole,,,"Contemporary, American Contemporary",,
Ever,,,"Creative, Modern Cuisine",,
TURK FATİH TUTAK,,,"Modern Cuisine, Turkish",,
Gaa,,,"Indian, Contemporary",,
Baan Tepa,,,Thai contemporary,,
Sühring,,,"German, Contemporary",,
Chef's Table,,,French Contemporary,,
Côte by Mauro Colagreco,,,Modern Cuisine,,
R-Haan,,,Thai contemporary,,
Mezzaluna,,,French Contemporary,,
Bardal,,,Creative,,
El Portal de Echaurren,,,"Creative, Modern Cuisine",,
El Rincón de Juan Carlos,,,Creative,,
Amelia by Paulo Airaudo,,,"Creative, Italian and Japanese",,
El Poblet,,,Creative,,
Retiro da Costiña,,,Modern Cuisine,,
Ricard Camarena,,,Creative,,
Deessa,,,Creative,,
Bo.TiC,,,"Creative, Mediterranean Cuisine",,
Coque,,,Creative,,
Paco Roncero,,,Creative,,
Miramar,,,"Creative, Seafood",,
Smoked Room,,,Contemporary,,
Cinc Sentits,,,Contemporary,,
Voro,,,Modern Cuisine,,
Pepe Vieira,,,Creative,,
Enoteca Paco Pérez,,,Modern Cuisine,,
Molino de Urdániz,,,Creative,,
Maralba,,,"Creative, Castilian",,
Alevante,,,Creative,,
L'Escaleta,,,"Creative, Mediterranean Cuisine",,
BonAmb,,,Creative,,
DSTAgE,,,Creative,,
Skina,,,Modern Cuisine,,
Venta Moncalvillo,,,Modern Cuisine,,
Cabaña Buenavista,,,Creative,,
Les Cols,,,Creative,,
Mugaritz,,,Innovative,,
Iván Cerdeño,,,Modern Cuisine,,
Culler de Pau,,,Creative,,
M.B,,,Contemporary,,
LÚ Cocina y Alma,,,Modern Cuisine,,
Bao Li Xuan,,,Cantonese,,
Canton 8 (Huangpu),,,Cantonese,,
The House of Rong,,,Taizhou,,
Fu He Hui,,,Vegetarian,,
8 ½ Otto e Mezzo Bombana,,,Italian,,
Imperial Treasure Fine Chinese Cuisine,,,Cantonese,,
Ji Pin Court,,,Cantonese,,
102 House,,,Cantonese,,
Dewakan,,,"Malaysian, Contemporary",,
Arnolfo,,,"Creative, Country cooking",,
Duomo,,,"Contemporary, Creative",,
Harry's Piccolo,,,"Italian Contemporary, Mediterranean Cuisine",,
Torre del Saracino,,,Creative,,
St. George by Heinz Beck,,,"Creative, Contemporary",,
Agli Amici,,,"Country cooking, Modern Cuisine",,
La Rei Natura by Michelangelo Mammoliti,,,"Creative, Contemporary",,
Caino,,,"Tuscan, Contemporary",,
Seta by Antonio Guida,,,"International, Contemporary",,
La Madia,,,"Creative, Sicilian",,
Madonnina del Pescatore,,,"Creative, Contemporary",,
Campo del Drago,,,"Contemporary, Tuscan",,
Castel fine dining,,,"Creative, International",,
Villa Feltrinelli,,,"Creative, Contemporary",,
Il Pagliaccio,,,"Creative, Innovative",,
Locanda Sant'Uffizio Enrico Bartolini,,,"Piedmontese, Modern Cuisine",,
Santa Elisabetta,,,"Creative, Mediterranean Cuisine",,
San Domenico,,,Classic Cuisine,,
La Peca,,,"Modern Cuisine, Contemporary",,
daní maison,,,"Contemporary, Creative",,
Terra The Magic Place,,,"Creative, Regional Cuisine",,
Enoteca La Torre,,,"Creative, Contemporary",,
Taverna Estia,,,"Contemporary, Creative",,
Krèsios,,,"Creative, Contemporary",,
Il Piccolo Principe,,,"Creative, Contemporary",,
Verso Capitaneo,,,"Creative, Mediterranean Cuisine",,
Antica Osteria Cera,,,"Seafood, Modern Cuisine",,
Antica Corona Reale,,,"Piedmontese, Modern Cuisine",,
Glam Enrico Bartolini,,,"Creative, Contemporary",,
Andrea Aprea,,,"Italian Contemporary, Creative",,
Miramonti l'Altro,,,"Italian Contemporary, French",,
Acquolina,,,"Creative, Mediterranean Cuisine",,
D'O,,,"Creative, Italian Contemporary",,
L'Olivo,,,"Italian Contemporary, Creative",,
Magnolia,,,"Creative, Contemporary",,
Piazzetta Milù,,,"Creative, Contemporary",,
Villa Elena,,,Creative,,
George Restaurant,,,Contemporary,,
Colonnade,,,"Modern French, Seasonal Cuisine",,
Magdalena,,,"Modern Cuisine, Seasonal Cuisine",,
Skin's - the restaurant,,,"Modern Cuisine, Creative",,
La Table du Valrose,,,"Modern French, Farm to table",,
L'Atelier Robuchon,,,French Contemporary,,
La Table du Lausanne Palace,,,Modern French,,
The Japanese Restaurant,,,"Japanese Contemporary, Fusion",,
La Brezza,,,"Mediterranean Cuisine, Seasonal Cuisine",,
Maison Wenger,,,"Modern French, Regional Cuisine",,
Da Vittorio - St. Moritz,,,Italian,,
Einstein Gourmet,,,"Creative, Modern Cuisine",,
IGNIV by Andreas Caminada,,,Creative,,
The Counter,,,"Creative, Modern Cuisine",,
Mammertsberg,,,"Creative, Modern Cuisine",,
IGNIV Zürich by Andreas Caminada,,,"Sharing, Modern Cuisine",,
Widder Restaurant,,,"Modern French, Contemporary",,
The Restaurant,,,"Creative, Modern Cuisine",,
roots,,,"Modern Cuisine; Modern Cuisine, Seasonal Cuisine",,
7132 Silver,,,"Creative, Innovative",,
Pic Beau-Rivage Palace,,,Creative,,
Taverne zum Schäfli,,,"Creative, Farm to table",,
Ecco St. Moritz,,,"Creative, Modern Cuisine",,
focus ATELIER,,,"International, Creative French",,
Stucki - Tanja Grandits,,,"Creative, Modern Cuisine",,
Myojaku,,,Japanese,,
PRISMA,,,Italian,,
Seizan,,,Japanese,,
Tempura Kondo,,,Tempura,,
ASAHINA Gastronome,,,French,,
Tempura Motoyoshi,,,Tempura,,
HOMMAGE,,,"French, Contemporary",,
MAZ,,,Innovative,,
Florilège,,,French,,
Ginza Fukuju,,,Japanese,,
Kioicho Fukudaya,,,Japanese,,
ESqUISSE,,,"French, Contemporary",,
Tempura Ginya,,,Tempura,,
Den,,,Japanese,,
Ginza Kojyu,,,Japanese,,
Crony,,,"French, Contemporary",,
Sukiyabashi Jiro Roppongiten,,,Sushi,,
NARISAWA,,,Innovative,,
Ginza Shinohara,,,Japanese,,
Ryuzu,,,"French, Contemporary",,
Kutan,,,Japanese,,
Akasaka Kikunoi,,,Japanese,,
Jingumae Higuchi,,,Japanese,,
ZURRIOLA,,,"Spanish, Contemporary",,
Sushi Kanesaka,,,Sushi,,
King's Joy,,,Vegetarian,,
Jingji,,,Beijing Cuisine,,
Shanghai Cuisine,,,Shanghainese,,
Lu Shang Lu,,,Shandong,,
De Groene Lantaarn,,,"Creative, Seasonal Cuisine",,
Flore,,,"Contemporary, Creative French",,
De Bokkedoorns,,,"Modern Cuisine, Seasonal Cuisine",,
Vinkeles,,,"Creative, Classic Cuisine",,
Parkheuvel,,,Modern Cuisine,,
De Nieuwe Winkel,,,"Organic, Vegan",,
Inter Scaldes,,,Modern Cuisine,,
Restaurant 212,,,Creative,,
Spectrum,,,Creative,,
Tribeca,,,Creative,,
De Lindenhof,,,"Creative, Classic French",,
De Treeswijkhoeve,,,Creative,,
't Nonnetje,,,"Creative, Modern French",,
Fred,,,Creative French,,
Ciel Bleu,,,Creative,,
Aan de Poel,,,"Creative, Modern French",,
Brut172,,,Creative,,
FG - François Geurds,,,Creative,,
Sushi Masaki Saito,,,Japanese,,
Xin Rong Ji,,,Taizhou,,
Yu Zhi Lan,,,Sichuan,,
logy,,,Asian Contemporary,,
Mudan,,,Japanese Tempura,,
L'Atelier de Joël Robuchon,,,"French Contemporary; French, Contemporary",,
Meta,,,"Fusion, Modern French; Innovative",,
Jaan by Kirk Westaway,,,British Contemporary,,
Saint Pierre,,,French Contemporary,,
Shoukouwa,,,Sushi,,
Cloudstreet,,,Innovative,,
Thevar,,,Innovative,,
Jiang by Chef Fei,,,Cantonese,,
VYN,,,Creative,,
Matthias,,,"Modern Cuisine, French",,
Loumi,,,"International, Asian",,
June,,,"Regional Cuisine, Modern Cuisine",,
MiZAR,,,"Creative, Seasonal Cuisine",,
Showroom,,,Creative,,
FAVORITE restaurant,,,"Modern French, Creative",,
Wullenwever,,,"Classic Cuisine, Mediterranean Cuisine",,
VILLINO,,,"Modern Cuisine, Asian Influences",,
Stadtpfeiffer,,,"Creative, Modern French",,
Das Marktrestaurant,,,"Country cooking, Seasonal Cuisine",,
Laudensacks Gourmet Restaurant,,,"Classic Cuisine, Seasonal Cuisine",,
KARRisma,,,"Creative, Farm to table",,
La Société,,,"Modern Cuisine, International",,
Christian's Restaurant - Gasthof Grainer,,,Classic Cuisine,,
Ursprung,,,"Creative, Country cooking",,
Speiseberg,,,"Modern Cuisine, Creative",,
OX,,,Modern Cuisine,,
Marcel von Winckelmann,,,"International, Fusion",,
Sommerfeld,,,"International, Creative",,
irori,,,"Creative, Japanese Contemporary",,
Restaurant Überfahrt,,,"Classic Cuisine, Farm to table",,
Gabelspiel,,,"Modern Cuisine, Farm to table",,
MARBURGER Esszimmer,,,"Modern French, Contemporary",,
Anthony's Kitchen,,,"Innovative, International",,
Dobler's,,,Classic Cuisine,,
Casala - das Restaurant,,,"Modern Cuisine, Farm to table",,
Keidenzeller Hof,,,"Modern Cuisine, Creative",,
Meisenheimer Hof,,,Farm to table,,
Adler,,,Modern French,,
Malathounis,,,"Mediterranean Cuisine, Greek",,
Troyka,,,"Modern Cuisine, Russian",,
GLORIE,,,"Classic Cuisine, Contemporary",,
La Boucherie,,,Contemporary,,
Hawara,,,"Modern Cuisine, Regional Cuisine",,
Sparkling Bistro,,,"Modern Cuisine, Farm to table",,
Ich weiß ein Haus am See,,,Classic French,,
Storchen,,,"Classic Cuisine, Farm to table",,
360°,,,"Modern Cuisine, International",,
Steins Traube,,,"Farm to table, Classic Cuisine",,
Borst,,,"Classic French, Farm to table",,
HOCHZWEI,,,"Classic Cuisine, Farm to table",,
Leos by Stephan Brandl,,,"Classic Cuisine, Contemporary",,
taku,,,"Asian, Fusion; Japanese, Sushi",,
Schiller's Manufaktur,,,"Classic Cuisine, Mediterranean Cuisine",,
JUWEL,,,"Modern French, Creative",,
Ahlmanns,,,"Creative, Seasonal Cuisine",,
Le Moissonnier Bistro,,,"French, Seafood",,
Raro im Mühlenhof,,,"Regional Cuisine, Seasonal Cuisine",,
Cheval Blanc,,,"Classic Cuisine, Modern French",,
Alte Liebe,,,"Modern Cuisine, Seasonal Cuisine",,
Esszimmer im Oberschwäbischen Hof,,,"Modern Cuisine, French Contemporary",,
Restaurant 1950,,,"Regional Cuisine, Modern Cuisine",,
Shiraz,,,"Creative, International",,
Oben,,,"Creative, Seasonal Cuisine",,
Heiderand,,,Modern Cuisine,,
Bricole,,,"Modern French, Contemporary",,
Frieda,,,"Creative, Farm to table",,
Irma la Douce,,,Classic French,,
bidlabu,,,"Farm to table, Contemporary",,
La Cuisine Rademacher,,,Modern French,,
KUNO 1408,,,"Creative, Modern Cuisine",,
Der Zauberlehrling,,,Creative,,
Lamm Rosswag,,,"Modern Cuisine, Creative",,
Tipken's by Nils Henkel,,,"Contemporary, Modern Cuisine",,
La Vallée Verte,,,"Modern Cuisine, French",,
Mühle,,,"Modern French, Creative",,
Le Frankenberg,,,"Creative, Seasonal Cuisine",,
Sawito,,,"Farm to table, International",,
Johanns,,,"Modern Cuisine, Country cooking",,
freustil,,,Creative,,
Reuter,,,"Modern French, Creative",,
Die Brasserie,,,"Classic Cuisine, Contemporary",,
Gourmet-Restaurant Der Butt,,,"Modern Cuisine, Creative",,
Atelier Sanssouci,,,Modern Cuisine,,
Jungborn,,,"Modern Cuisine, International",,
Kaupers Restaurant im Kapellenhof,,,"Modern Cuisine, Creative",,
Hofstube Deimann,,,Modern Cuisine,,
TAWA YAMA FINE,,,"Modern Cuisine, International",,
ROTER HAHN by Maximilian Schmidt,,,Modern Cuisine,,
1789,,,"Modern Cuisine, Asian Influences",,
DIE GOURMET STUBE im Gasthaus Hummel,,,"Farm to table, Seasonal Cuisine",,
Masters,,,"Modern French, Mediterranean Cuisine",,
Alte Baiz,,,"Modern Cuisine, Creative",,
Kesselhaus,,,"Creative, Modern Cuisine",,
Traube,,,"Modern Cuisine, Creative",,
Admiral,,,"Contemporary, Modern Cuisine",,
Alte Überfahrt,,,"Modern Cuisine, Seasonal Cuisine",,
Ente,,,"Creative, Seasonal Cuisine",,
ANIMA,,,"Contemporary, Creative; Creative, Modern Cuisine",,
Restaurant auf Schloss Filseck,,,"Mediterranean Cuisine, Farm to table",,
Orangerie,,,Classic French,,
Schwitzer's Gourmet-Restaurant,,,"Classic Cuisine, Contemporary",,
BODENDORF'S,,,"Modern French, Seasonal Cuisine",,
Genuss-Apotheke,,,"Creative, Modern Cuisine",,
Hupperts,,,Classic Cuisine,,
Gourmetrestaurant Berlins Krone,,,"Modern French, Seasonal Cuisine",,
Délice,,,"Creative, Mediterranean Cuisine",,
Rebers Pflug,,,Farm to table,,
Gourmetrestaurant Nico Burkhardt,,,"Modern French, Farm to table",,
Eisenbahn,,,Modern French,,
Aubergine,,,Creative,,
KAI3,,,"Modern Cuisine, Creative",,
DiVa,,,"Modern French, International",,
kochZIMMER in der Gaststätte zur Ratswaage,,,"Modern Cuisine, Farm to table",,
Wirtshaus Meyers Keller,,,"Farm to table, Country cooking",,
Wonka,,,"Creative, Asian Influences",,
Seesteg,,,"Modern Cuisine, International",,
Balthasar,,,"Modern French, Farm to table",,
Silberdistel,,,Classic Cuisine,,
ESS ATELIER STRAUSS,,,"Classic Cuisine, Modern Cuisine",,
Landhaus Scherrer,,,"Classic Cuisine, Regional Cuisine",,
Ratsstuben,,,"Modern Cuisine, Seasonal Cuisine",,
Eckert | Fine Dining,,,"Creative, Modern Cuisine",,
Philipp Soldan,,,"Creative, Modern Cuisine",,
Landhaus Feckl,,,"Classic French, Seasonal Cuisine",,
Im Schiffchen,,,Classic Cuisine,,
Colombi Restaurant Zirbelstube,,,"Classic French, Mediterranean Cuisine",,
Erbprinz,,,"Classic Cuisine, International",,
Maerz - Das Restaurant,,,"Creative French, Modern Cuisine",,
Verbene,,,"Modern Cuisine, Farm to table",,
L'étable,,,"Classic Cuisine, Seasonal Cuisine",,
bi:braud,,,"Contemporary, Farm to table",,
Werneckhof Sigi Schelling,,,French Contemporary,,
Mod by Sven Nöthel,,,"Modern Cuisine, Seasonal Cuisine",,
Das Grace,,,"Modern Cuisine, Farm to table",,
Mountain Hub Gourmet,,,"Modern Cuisine, Creative",,
"Gourmetrestaurant ""fine dining RS""",,,"French Contemporary, Modern Cuisine",,
Nose & Belly,,,"Innovative, Regional Cuisine",,
haebel,,,"Modern Cuisine, Seasonal Cuisine",,
Kulmeck by Tom Wickboldt,,,"Modern Cuisine, Creative",,
Handwerk,,,"Modern Cuisine, Creative",,
Zeik,,,"Modern Cuisine, Farm to table",,
Michaels Leitenberg,,,"Modern Cuisine, Creative",,
PAVO,,,"Modern Cuisine, Classic Cuisine",,
Weinstock,,,"Creative, Farm to table",,
Maltes hidden kitchen,,,"Modern Cuisine, Creative",,
Pottkind,,,"Creative, Modern Cuisine",,
Gasthof Krone,,,Classic Cuisine,,
Seestern,,,Modern French,,
Zeitwerk,,,"Creative, Modern Cuisine",,
Haus Stemberg,,,"Farm to table, Modern Cuisine",,
ZUR WEINSTEIGE,,,"Seasonal Cuisine, Classic Cuisine",,
The O'ROOM,,,Creative,,
Laurentius,,,"Traditional Cuisine, Classic Cuisine",,
Bachofer,,,"Creative, Fusion",,
Hirsch,,,"Classic Cuisine, Farm to table",,
Wielandshöhe,,,"Classic French, Regional Cuisine",,
5,,,Modern Cuisine,,
Haubentaucher,,,"International, Farm to table",,
Philipp,,,"Modern French, Classic Cuisine",,
Restaurant Alexander Huber,,,"Modern Cuisine, Country cooking",,
Entenstuben,,,"Modern Cuisine, Farm to table",,
Storstad,,,"Creative, Farm to table",,
Petit Amour,,,"Contemporary, Classic Cuisine",,
Stephans Stuben by Marco Langer,,,"Creative, Farm to table",,
BOK Restaurant Brust oder Keule,,,"Farm to table, Creative",,
Heimatjuwel,,,"Creative, Country cooking",,
Oettinger's Restaurant,,,"Modern French, Country cooking",,
Setzkasten,,,"Modern Cuisine, International",,
Agata's,,,"Creative, Seasonal Cuisine",,
1876 Daniel Dal-Ben,,,"Creative, Modern Cuisine",,
Jean,,,"Classic French, Mediterranean Cuisine",,
Carmelo Greco,,,Italian,,
Schwarzer Hahn,,,"Modern French, Seasonal Cuisine",,
Nagaya,,,Japanese,,
BjörnsOx,,,"Creative, Farm to table",,
Friedrich Franz,,,Modern Cuisine,,
Lorenz Adlon Esszimmer,,,Creative,,
La Bécasse,,,Classic French,,
Mittermeier,,,"Modern Cuisine, Farm to table",,
Falconera,,,"Classic French, Farm to table",,
Waidwerk,,,"Modern Cuisine, Farm to table",,
Buchner Welchenberg 1658,,,"Modern Cuisine, Classic Cuisine",,
Piment,,,"Creative, North African",,
Werners Restaurant,,,"Classic French, International",,
Rüssel's Landhaus,,,"Creative, Farm to table",,
Jellyfish,,,"Seafood, Modern Cuisine",,
Mühlenhelle,,,Modern French,,
Erno's Bistro,,,"Classic French, Modern Cuisine",,
Alt Wyk,,,"Classic Cuisine, Seasonal Cuisine",,
Hannappel,,,"Modern Cuisine, Seasonal Cuisine",,
Seven Swans,,,"Vegan, Creative",,
Alte Schule - Klassenzimmer,,,"Modern Cuisine, Country cooking",,
Clara - Restaurant im Kaisersaal,,,Modern Cuisine,,
Genuss-Atelier,,,"Modern Cuisine, Contemporary",,
Das garbo zum Löwen,,,"Farm to table, Classic French",,
Yoshi by Nagaya,,,"Japanese, Sushi",,
Rosin,,,"Creative, Contemporary",,
Goldener Anker,,,"Modern Cuisine, Classic French",,
halbedel's Gasthaus,,,Modern French,,
die burg,,,"Farm to table, Country cooking",,
Sterneck,,,Creative,,
SKYKITCHEN,,,Modern Cuisine,,
Yunico,,,"Italian, Italian Contemporary; Japanese, Modern Cuisine",,
tulus lotrek,,,"Modern Cuisine, International",,
St. Andreas,,,"Modern Cuisine, Creative",,
HILMAR,,,"Contemporary, Classic Cuisine",,
Schattbuch,,,"Modern Cuisine, Creative",,
Schlossberg,,,"Creative, Classic Cuisine",,
Schwingshackl ESSKULTUR,,,Classic Cuisine,,
Restaurant Kunz,,,Classic French,,
pars Restaurant,,,Modern Cuisine,,
Restaurant Villa Merton,,,"Classic Cuisine, Modern Cuisine",,
Gasthaus Jakob,,,"Classic Cuisine, Modern Cuisine",,
Wein- und Tafelhaus,,,"Farm to table, Mediterranean Cuisine",,
Les Deux,,,"French; Modern French, Creative",,
Eichhalde,,,"Italian, Modern Cuisine",,
Koer,,,"Creative, Modern Cuisine",,
Hämmerle's Restaurant,,,"Modern French, Creative",,
Zur Tant,,,"Classic Cuisine, Farm to table",,
maximilian lorenz,,,"Modern Cuisine, Farm to table",,
Winzerhof Stahl,,,"Modern Cuisine, Seasonal Cuisine",,
LA VIE by thomas bühner,,,"European Contemporary; Modern Cuisine, Creative",,
Marie,,,"French, Creative",,
Sahila - The Restaurant,,,"International, Modern Cuisine",,
GOLVET,,,Creative,,
Nobelhart & Schmutzig,,,"Creative, Regional Cuisine",,
Hugos,,,Modern Cuisine,,
Bieberbau,,,"Modern Cuisine, International",,
Schwabenstube,,,"Classic Cuisine, International",,
PURS NEW NORDIC JAPANESE CUISINE,,,"Fusion, Modern Cuisine",,
Bandol sur mer,,,"Creative, Seasonal Cuisine",,
Bagatelle,,,"French Contemporary, Creative",,
St. Laurentiushof - Schockes Küche,,,"Modern Cuisine, Seasonal Cuisine",,
Masa Japanese Cuisine,,,"Japanese, Japanese Contemporary",,
The Stage,,,"Modern Cuisine, Creative",,
Tantris DNA,,,"Classic French, French",,
Veles,,,"Modern Cuisine, Farm to table",,
SoulFood,,,"International, Farm to table",,
Le Jardin de France im Stahlbad,,,"Classic French, Seasonal Cuisine",,
prism,,,"Israeli, Modern Cuisine",,
IKO,,,"Creative, Modern Cuisine",,
Le temple,,,Classic French,,
elements,,,Modern Cuisine,,
MIND,,,"Modern Cuisine, International; Sichuan",,
Restaurant Brogsitter - Historisches Gasthaus Sanct Peter,,,"Modern Cuisine, International",,
ZweiSinn Meiers | Fine Dining,,,"Creative, Modern Cuisine",,
Ontra's Gourmetstube,,,"Modern Cuisine, International",,
THE LISBETH,,,"Regional Cuisine, Modern Cuisine",,
edl.eins,,,"Modern Cuisine, French",,
midi,,,"Creative, Seasonal Cuisine",,
Zwanzig23 by Lukas Jakobi,,,"Creative, Seasonal Cuisine",,
SchwarzGold,,,"Regional Cuisine, International",,
Kaisersaal,,,"French Contemporary, Mediterranean Cuisine",,
Wachter Foodbar,,,"Modern Cuisine, Regional Cuisine",,
Brothers,,,Modern Cuisine,,
Lech-Line,,,"Modern Cuisine, International",,
The First,,,"Seasonal Cuisine, Italian Contemporary",,
Cédric,,,"Modern Cuisine, Classic French",,
Solo Du,,,Modern Cuisine,,
Kettner's Kamota,,,"Creative, Alsatian",,
Gasthof Alex,,,"Farm to table, Creative",,
Zur Wolfshöhle,,,Classic Cuisine,,
Tisane,,,"Modern Cuisine, Creative",,
Epicures,,,Modern French,,
Sartory,,,"Classic Cuisine, Modern Cuisine",,
hallmann & klee,,,Modern Cuisine,,
Zur Post,,,Modern Cuisine,,
"Christian & Friends, Tastekitchen",,,"Modern Cuisine, Classic Cuisine",,
Spitzner,,,Modern French,,
Merkles Restaurant,,,"Modern Cuisine, International",,
Cookies Cream,,,Vegetarian,,
Sankt Benedikt,,,"Creative, Modern French",,
Kucher's Gourmet,,,"Classic Cuisine, Modern Cuisine",,
Schwarz Gourmet,,,"French, International",,
Burg Nideggen - Brockel Schlimbach,,,"Modern Cuisine, Modern French",,
Gut Lärchenhof,,,"Modern French, Creative",,
Jacobi,,,Innovative,,
Atlantic Restaurant,,,French Contemporary,,
Joseph's Fine Dining,,,"Creative, Seasonal Cuisine",,
Jae,,,"Fusion, Asian Influences",,
restaurant|271,,,"Modern Cuisine, Seasonal Cuisine",,
Hegel Eins,,,"Modern Cuisine, Creative",,
MAIN TOWER Restaurant & Lounge,,,"Asian Influences, Modern Cuisine",,
Kuultivo,,,"Modern Cuisine, Creative",,
Bonvivant,,,Vegan,,
Restaurant Karner,,,"Creative, Regional Cuisine",,
1804 Hirschau,,,"Modern Cuisine, Seasonal Cuisine",,
Parsley Salon,,,Modern Cuisine,,
Udtryk,,,Creative,,
Gaptrast,,,Modern Cuisine,,
texture,,,Modern Cuisine,,
The Samuel,,,Modern Cuisine,,
K2,,,Modern Cuisine,,
HYDE,,,Modern Cuisine,,
Finnjävel Salonki,,,Modern Cuisine,,
Grön,,,Creative,,
Villa Vest,,,Creative,,
Sabi Omakase Stavanger,,,Japanese,,
28+,,,"Modern Cuisine, Classic French",,
Adam / Albin,,,Creative,,
Etoile,,,"Creative, International",,
SK Mat & Människor,,,Modern Cuisine,,
Kadeau Bornholm,,,Creative,,
Dragsholm Slot Gourmet,,,Creative,,
Sabi Omakase Oslo,,,Japanese,,
Statholdergaarden,,,Classic Cuisine,,
Søllerød Kro,,,Modern Cuisine,,
Celeste,,,Modern Cuisine,,
Jatak,,,Modern Cuisine,,
MOTA,,,Creative,,
VÅR,,,Modern Cuisine,,
Pearl by Paul Proffitt,,,Modern Cuisine,,
Tapio,,,Modern Cuisine,,
Syttende,,,"Modern Cuisine, Danish",,
Aure,,,"Creative, Modern Cuisine",,
The ROOM by Kozeen Shiwan,,,Creative,,
ARO,,,Modern Cuisine,,
Stallen,,,Creative,,
Sushi Anaba,,,Japanese,,
ÄNG,,,Creative,,
LYST,,,Creative,,
PM & Vänner Restaurant,,,Creative,,
Moss,,,"Modern Cuisine, Regional Cuisine",,
Project,,,Modern Cuisine,,
Ekstedt,,,Grills,,
Ti Trin Ned,,,Modern Cuisine,,
Domestic,,,Modern Cuisine,,
Frederiksminde,,,Modern Cuisine,,
ergo.,,,Modern Cuisine,,
Hermetikken,,,Modern Cuisine,,
Seafood Gastro,,,Seafood,,
Iris,,,Creative,,
DILL,,,Creative; Innovative,,
Under,,,Modern Cuisine,,
Omakase by Sergey Pak,,,Japanese,,
Gastromé,,,Modern Cuisine,,
Substans,,,Creative,,
Marchal,,,"Modern Cuisine, French Contemporary",,
SAVAGE,,,"Creative; Organic, Vegetarian",,
Mon Oncle,,,French,,
Knystaforsen,,,"Creative, Modern Cuisine",,
HOZE,,,Japanese,,
Alimentum,,,Modern Cuisine,,
Nour,,,Creative,,
Operakällaren,,,Modern Cuisine,,
FAGN,,,"Modern Cuisine, Creative",,
Speilsalen,,,"Contemporary, Seafood",,
À L'aise,,,Modern Cuisine,,
ÓX,,,Creative,,
Demo,,,Modern Cuisine,,
Kaskis,,,Modern Cuisine,,
formel B,,,Modern Cuisine,,
Olo,,,Modern Cuisine,,
Alouette,,,"Modern Cuisine, Creative",,
Bar Amour,,,Creative,,
Tri,,,Creative,,
Dashi,,,Japanese,,
COB,,,"Creative, Seasonal Cuisine",,
Hiša Linhart,,,"Contemporary, Farm to table",,
Dam,,,"Modern Cuisine, Mediterranean Cuisine",,
Gostilna Pri Lojzetu,,,Modern Cuisine,,
Grič,,,"Farm to table, Creative",,
Hiša Denk,,,"Creative, Modern Cuisine",,
Pavus,,,Modern Cuisine,,
NUTA,,,Creative,,
Arco by Paco Pérez,,,"Spanish, Mediterranean Cuisine",,
hub.praga,,,Modern Cuisine,,
Muga,,,Modern Cuisine,,
Rozbrat 20,,,Modern Cuisine,,
CieL,,,Innovative,,
Coco Dining,,,Innovative,,
Akuna,,,Innovative,,
Long Trieu,,,Cantonese,,
Gia,,,Vietnamese Contemporary,,
La Maison 1888,,,French Contemporary,,
Tầm Vị,,,Vietnamese,,
Hibana by Koki,,,Teppanyaki,,
Ănăn Saigon,,,Vietnamese Contemporary,,
Taquería El Califa de León,,,Mexican,,
Cocina de Autor Riviera Maya,,,"Creative, Mexican",,
Olivea Farm to Table,,,Contemporary,,
Pangea,,,"Contemporary, Mexican",,
Conchas de Piedra,,,"Seafood, Mexican",,
Em,,,"Mexican, Contemporary",,
